State,County,Year,Poverty Rate
Texas,Brazos County,2009,26.1
Texas,Brewster County,2018,12.4
Texas,Brewster County,2017,10.9
Texas,Brewster County,2016,11.2
Texas,Brewster County,2015,13.5
Texas,Brewster County,2014,13.5
Texas,Brewster County,2013,12.4
Texas,Brewster County,2012,12.7
Texas,Brewster County,2011,12.7
Texas,Brewster County,2010,12.7
Texas,Brewster County,2009,12.7
Texas,Briscoe County,2018,15.6
Texas,Briscoe County,2017,13.9
Texas,Briscoe County,2016,14.5
Texas,Briscoe County,2015,18.6
Texas,Briscoe County,2014,18.6
Texas,Briscoe County,2013,18.6
Texas,Briscoe County,2012,18.9
Texas,Briscoe County,2011,18.9
Texas,Briscoe County,2010,18.9
Texas,Briscoe County,2009,18.9
Texas,Brooks County,2018,38.9
Texas,Brooks County,2017,41.5
Texas,Brooks County,2016,34.7
Texas,Brooks County,2015,39.6
Texas,Brooks County,2014,39.6
Texas,Brooks County,2013,38.3
Texas,Brooks County,2012,38.6
Texas,Brooks County,2011,38.6
Texas,Brooks County,2010,38.6
Texas,Brooks County,2009,31.6
Texas,Brown County,2018,14.5
Texas,Brown County,2017,16.4
Texas,Brown County,2016,17.7
Texas,Brown County,2015,18.3
Texas,Brown County,2014,18.3
Texas,Brown County,2013,18.4
Texas,Brown County,2012,17.1
Texas,Brown County,2011,17.1
Texas,Brown County,2010,17.1
Texas,Brown County,2009,17.1
Texas,Burleson County,2018,12.6
Texas,Burleson County,2017,15.2
Texas,Burleson County,2016,13.6
Texas,Burleson County,2015,16.2
Texas,Burleson County,2014,16.2
Texas,Burleson County,2013,15.0
Texas,Burleson County,2012,14.3
Texas,Burleson County,2011,14.3
Texas,Burleson County,2010,14.3
Texas,Burleson County,2009,14.3
Texas,Burnet County,2018,11.0
Texas,Burnet County,2017,12.3
Texas,Burnet County,2016,14.4
Texas,Burnet County,2015,16.0
Texas,Burnet County,2014,16.0
Texas,Burnet County,2013,16.3
Texas,Burnet County,2012,15.6
Texas,Burnet County,2011,15.6
Texas,Burnet County,2010,15.6
Texas,Burnet County,2009,15.6
Texas,Caldwell County,2018,17.7
Texas,Caldwell County,2017,17.7
Texas,Caldwell County,2016,18.6
Texas,Caldwell County,2015,19.3
Texas,Caldwell County,2014,19.3
Texas,Caldwell County,2013,18.7
Texas,Caldwell County,2012,19.6
Texas,Caldwell County,2011,19.6
Texas,Caldwell County,2010,19.6
Texas,Caldwell County,2009,19.6
Texas,Calhoun County,2018,14.1
Texas,Calhoun County,2017,15.8
Texas,Calhoun County,2016,18.1
Texas,Calhoun County,2015,19.3
Texas,Calhoun County,2014,19.3
Texas,Calhoun County,2013,17.6
Texas,Calhoun County,2012,17.4
Texas,Calhoun County,2011,17.4
Texas,Calhoun County,2010,17.4
Texas,Calhoun County,2009,17.4
Texas,Callahan County,2018,14.1
Texas,Callahan County,2017,15.6
Texas,Callahan County,2016,18.0
Texas,Callahan County,2015,19.0
Texas,Callahan County,2014,19.0
Texas,Callahan County,2013,15.2
Texas,Callahan County,2012,15.2
Texas,Callahan County,2011,15.2
Texas,Callahan County,2010,15.2
Texas,Callahan County,2009,15.2
Texas,Cameron County,2018,30.6
Texas,Cameron County,2017,31.2
Texas,Cameron County,2016,33.0
Texas,Cameron County,2015,33.8
Texas,Cameron County,2014,33.8
Texas,Cameron County,2013,32.5
Texas,Cameron County,2012,34.9
Texas,Cameron County,2011,34.9
Texas,Cameron County,2010,34.9
Texas,Cameron County,2009,34.9
Texas,Camp County,2018,19.9
Texas,Camp County,2017,17.4
Texas,Camp County,2016,19.3
Texas,Camp County,2015,19.7
Texas,Camp County,2014,19.7
Texas,Camp County,2013,21.8
Texas,Camp County,2012,21.6
Texas,Camp County,2011,21.6
Texas,Camp County,2010,21.6
Texas,Camp County,2009,21.6
Texas,Carson County,2018,6.3
Texas,Carson County,2017,6.4
Texas,Carson County,2016,5.9
Texas,Carson County,2015,7.3
Texas,Carson County,2014,7.3
Texas,Carson County,2013,7.2
Texas,Carson County,2012,7.2
Texas,Carson County,2011,7.2
Texas,Carson County,2010,7.2
Texas,Carson County,2009,7.2
Texas,Cass County,2018,19.6
Texas,Cass County,2017,18.5
Texas,Cass County,2016,19.2
Texas,Cass County,2015,19.8
Texas,Cass County,2014,19.8
Texas,Cass County,2013,19.3
Texas,Cass County,2012,20.1
Texas,Cass County,2011,20.1
Texas,Cass County,2010,20.1
Texas,Cass County,2009,20.1
Texas,Castro County,2018,15.7
Texas,Castro County,2017,15.9
Texas,Castro County,2016,16.2
Texas,Castro County,2015,17.1
Texas,Castro County,2014,17.1
Texas,Castro County,2013,24.1
Texas,Castro County,2012,24.3
Texas,Castro County,2011,24.3
Texas,Castro County,2010,24.3
Texas,Castro County,2009,24.3
Texas,Chambers County,2018,12.7
Texas,Chambers County,2017,12.9
Texas,Chambers County,2016,11.7
Texas,Chambers County,2015,10.6
Texas,Chambers County,2014,10.6
Texas,Chambers County,2013,9.7
Texas,Chambers County,2012,8.6
Texas,Chambers County,2011,8.6
Texas,Chambers County,2010,8.6
Texas,Chambers County,2009,8.6
Texas,Cherokee County,2018,18.2
Texas,Cherokee County,2017,18.7
Texas,Cherokee County,2016,21.9
Texas,Cherokee County,2015,22.1
Texas,Cherokee County,2014,22.1
Texas,Cherokee County,2013,24.5
Texas,Cherokee County,2012,24.5
Texas,Cherokee County,2011,24.5
Texas,Cherokee County,2010,24.5
Texas,Cherokee County,2009,24.5
Texas,Childress County,2018,14.6
Texas,Childress County,2017,19.6
Texas,Childress County,2016,22.8
Texas,Childress County,2015,20.2
Texas,Childress County,2014,20.2
Texas,Childress County,2013,15.9
Texas,Childress County,2012,14.8
Texas,Childress County,2011,14.8
Texas,Childress County,2010,14.8
Texas,Childress County,2009,14.8
Texas,Clay County,2018,13.6
Texas,Clay County,2017,15.0
Texas,Clay County,2016,15.4
Texas,Clay County,2015,12.1
Texas,Clay County,2014,12.1
Texas,Clay County,2013,10.3
Texas,Clay County,2012,8.3
Texas,Clay County,2011,8.3
Texas,Clay County,2010,8.3
Texas,Clay County,2009,8.3
Texas,Cochran County,2018,23.9
Texas,Cochran County,2017,24.8
Texas,Cochran County,2016,19.6
Texas,Cochran County,2015,20.1
Texas,Cochran County,2014,20.1
Texas,Cochran County,2013,13.4
Texas,Cochran County,2012,15.0
Texas,Cochran County,2011,15.0
Texas,Cochran County,2010,15.0
Texas,Cochran County,2009,15.0
Texas,Coke County,2018,15.8
Texas,Coke County,2017,16.6
Texas,Coke County,2016,17.2
Texas,Coke County,2015,11.6
Texas,Coke County,2014,11.6
Texas,Coke County,2013,11.0
Texas,Coke County,2012,13.4
Texas,Coke County,2011,13.4
Texas,Coke County,2010,13.4
Texas,Coke County,2009,13.4
Texas,Coleman County,2018,19.4
Texas,Coleman County,2017,20.3
Texas,Coleman County,2016,18.3
Texas,Coleman County,2015,22.6
Texas,Coleman County,2014,22.6
Texas,Coleman County,2013,27.6
Texas,Coleman County,2012,30.0
Texas,Coleman County,2011,30.0
Texas,Coleman County,2010,30.0
Texas,Coleman County,2009,30.0
Texas,Collin County,2018,6.6
Texas,Collin County,2017,6.9
Texas,Collin County,2016,7.1
Texas,Collin County,2015,7.6
Texas,Collin County,2014,7.6
Texas,Collin County,2013,7.8
Texas,Collin County,2012,7.5
Texas,Collin County,2011,7.5
Texas,Collin County,2010,6.5
Texas,Collin County,2009,6.5
Texas,Collingsworth County,2018,15.9
Texas,Collingsworth County,2017,15.0
Texas,Collingsworth County,2016,19.7
Texas,Collingsworth County,2015,22.6
Texas,Collingsworth County,2014,22.6
Texas,Collingsworth County,2013,17.8
Texas,Collingsworth County,2012,24.6
Texas,Collingsworth County,2011,24.6
Texas,Collingsworth County,2010,24.6
Texas,Collingsworth County,2009,24.6
Texas,Colorado County,2018,10.8
Texas,Colorado County,2017,12.0
Texas,Colorado County,2016,14.0
Texas,Colorado County,2015,15.1
Texas,Colorado County,2014,15.1
Texas,Colorado County,2013,16.6
Texas,Colorado County,2012,16.8
Texas,Colorado County,2011,16.8
Texas,Colorado County,2010,16.8
Texas,Colorado County,2009,16.8
Texas,Comal County,2018,8.2
Texas,Comal County,2017,9.3
Texas,Comal County,2016,9.2
Texas,Comal County,2015,8.8
Texas,Comal County,2014,8.8
Texas,Comal County,2013,10.2
Texas,Comal County,2012,9.8
Texas,Comal County,2011,9.8
Texas,Comal County,2010,9.8
Texas,Comal County,2009,9.8
Texas,Comanche County,2018,16.2
Texas,Comanche County,2017,18.2
Texas,Comanche County,2016,21.3
Texas,Comanche County,2015,23.2
Texas,Comanche County,2014,23.2
Texas,Comanche County,2013,26.5
Texas,Comanche County,2012,26.4
Texas,Comanche County,2011,26.4
Texas,Comanche County,2010,26.4
Texas,Comanche County,2009,26.4
Texas,Concho County,2018,7.3
Texas,Concho County,2017,8.5
Texas,Concho County,2016,10.6
Texas,Concho County,2015,11.1
Texas,Concho County,2014,11.1
Texas,Concho County,2013,16.5
Texas,Concho County,2012,18.7
Texas,Concho County,2011,18.7
Texas,Concho County,2010,18.7
Texas,Concho County,2009,18.7
Texas,Cooke County,2018,14.0
Texas,Cooke County,2017,13.9
Texas,Cooke County,2016,15.0
Texas,Cooke County,2015,13.9
Texas,Cooke County,2014,13.9
Texas,Cooke County,2013,14.8
Texas,Cooke County,2012,14.0
Texas,Cooke County,2011,14.0
Texas,Cooke County,2010,14.0
Texas,Cooke County,2009,14.0
Texas,Coryell County,2018,13.5
Texas,Coryell County,2017,13.3
Texas,Coryell County,2016,14.1
Texas,Coryell County,2015,13.8
Texas,Coryell County,2014,13.8
Texas,Coryell County,2013,11.9
Texas,Coryell County,2012,13.3
Texas,Coryell County,2011,13.3
Texas,Coryell County,2010,13.3
Texas,Coryell County,2009,13.3
Texas,Cottle County,2018,31.4
Texas,Cottle County,2017,24.5
Texas,Cottle County,2016,25.1
Texas,Cottle County,2015,22.7
Texas,Cottle County,2014,22.7
Texas,Cottle County,2013,15.4
Texas,Cottle County,2012,15.3
Texas,Cottle County,2011,15.3
Texas,Cottle County,2010,15.3
Texas,Cottle County,2009,15.3
Texas,Crane County,2018,7.6
Texas,Crane County,2017,11.8
Texas,Crane County,2016,11.7
Texas,Crane County,2015,13.1
Texas,Crane County,2014,13.1
Texas,Crane County,2013,13.9
Texas,Crane County,2012,16.5
Texas,Crane County,2011,16.5
Texas,Crane County,2010,16.5
Texas,Crane County,2009,16.5
Texas,Crockett County,2018,20.8
Texas,Crockett County,2017,20.9
Texas,Crockett County,2016,22.7
Texas,Crockett County,2015,17.5
Texas,Crockett County,2014,17.5
Texas,Crockett County,2013,16.7
Texas,Crockett County,2012,16.9
Texas,Crockett County,2011,16.9
Texas,Crockett County,2010,16.9
Texas,Crockett County,2009,16.9
Texas,Crosby County,2018,20.7
Texas,Crosby County,2017,20.8
Texas,Crosby County,2016,20.0
Texas,Crosby County,2015,22.9
Texas,Crosby County,2014,22.9
Texas,Crosby County,2013,26.5
Texas,Crosby County,2012,27.6
Texas,Crosby County,2011,27.6
Texas,Crosby County,2010,27.6
Texas,Crosby County,2009,27.6
Texas,Culberson County,2018,31.4
Texas,Culberson County,2017,29.4
Texas,Culberson County,2016,23.8
Texas,Culberson County,2015,29.6
Texas,Culberson County,2014,29.6
Texas,Culberson County,2013,25.2
Texas,Culberson County,2012,26.9
Texas,Culberson County,2011,26.9
Texas,Culberson County,2010,26.9
Texas,Culberson County,2009,26.9
Texas,Dallam County,2018,13.9
Texas,Dallam County,2017,15.9
Texas,Dallam County,2016,16.2
Texas,Dallam County,2015,17.0
Texas,Dallam County,2014,17.0
Texas,Dallam County,2013,18.1
Texas,Dallam County,2012,12.7
Texas,Dallam County,2011,12.7
Texas,Dallam County,2010,12.7
Texas,Dallam County,2009,12.7
Texas,Dallas County,2018,16.6
Texas,Dallas County,2017,17.7
Texas,Dallas County,2016,18.6
Texas,Dallas County,2015,19.3
Texas,Dallas County,2014,19.3
Texas,Dallas County,2013,19.3
Texas,Dallas County,2012,18.8
Texas,Dallas County,2011,18.8
Texas,Dallas County,2010,15.9
Texas,Dallas County,2009,15.4
Texas,Dawson County,2018,22.8
Texas,Dawson County,2017,18.5
Texas,Dawson County,2016,16.3
Texas,Dawson County,2015,16.6
Texas,Dawson County,2014,16.6
Texas,Dawson County,2013,21.9
Texas,Dawson County,2012,18.1
Texas,Dawson County,2011,18.1
Texas,Dawson County,2010,18.1
Texas,Dawson County,2009,18.1
Texas,Deaf Smith County,2018,17.4
Texas,Deaf Smith County,2017,18.1
Texas,Deaf Smith County,2016,17.2
Texas,Deaf Smith County,2015,20.8
Texas,Deaf Smith County,2014,20.8
Texas,Deaf Smith County,2013,18.9
Texas,Deaf Smith County,2012,16.2
Texas,Deaf Smith County,2011,16.2
Texas,Deaf Smith County,2010,16.2
Texas,Deaf Smith County,2009,16.2
Texas,Delta County,2018,23.7
Texas,Delta County,2017,22.9
Texas,Delta County,2016,21.5
Texas,Delta County,2015,22.9
Texas,Delta County,2014,22.9
Texas,Delta County,2013,17.9
Texas,Delta County,2012,18.1
Texas,Delta County,2011,18.1
Texas,Delta County,2010,18.1
Texas,Delta County,2009,18.1
Texas,Denton County,2018,8.1
Texas,Denton County,2017,8.4
Texas,Denton County,2016,8.7
Texas,Denton County,2015,8.8
Texas,Denton County,2014,8.8
Texas,Denton County,2013,8.1
Texas,Denton County,2012,8.5
Texas,Denton County,2011,7.3
Texas,Denton County,2010,7.4
Texas,Denton County,2009,7.4
Texas,DeWitt County,2018,16.0
Texas,DeWitt County,2017,16.0
Texas,DeWitt County,2016,16.2
Texas,DeWitt County,2015,15.1
Texas,DeWitt County,2014,15.1
Texas,DeWitt County,2013,11.5
Texas,DeWitt County,2012,15.0
Texas,DeWitt County,2011,15.0
Texas,DeWitt County,2010,15.0
Texas,DeWitt County,2009,13.8
Texas,Dickens County,2018,17.3
Texas,Dickens County,2017,16.6
Texas,Dickens County,2016,18.9
Texas,Dickens County,2015,20.1
Texas,Dickens County,2014,20.1
Texas,Dickens County,2013,15.2
Texas,Dickens County,2012,21.9
Texas,Dickens County,2011,21.9
Texas,Dickens County,2010,21.9
Texas,Dickens County,2009,21.9
Texas,Dimmit County,2018,29.8
Texas,Dimmit County,2017,30.2
Texas,Dimmit County,2016,23.3
Texas,Dimmit County,2015,18.9
Texas,Dimmit County,2014,18.9
Texas,Dimmit County,2013,26.5
Texas,Dimmit County,2012,27.0
Texas,Dimmit County,2011,27.0
Texas,Dimmit County,2010,27.0
Texas,Dimmit County,2009,27.0
Texas,Donley County,2018,14.9
Texas,Donley County,2017,14.9
Texas,Donley County,2016,15.0
Texas,Donley County,2015,17.7
Texas,Donley County,2014,17.7
Texas,Donley County,2013,16.7
Texas,Donley County,2012,14.9
Texas,Donley County,2011,14.9
Texas,Donley County,2010,14.9
Texas,Donley County,2009,14.9
Texas,Duval County,2018,25.6
Texas,Duval County,2017,25.2
Texas,Duval County,2016,24.5
Texas,Duval County,2015,23.9
Texas,Duval County,2014,23.9
Texas,Duval County,2013,19.7
Texas,Duval County,2012,21.4
Texas,Duval County,2011,21.4
Texas,Duval County,2010,21.4
Texas,Duval County,2009,26.4
Texas,Eastland County,2018,20.5
Texas,Eastland County,2017,17.4
Texas,Eastland County,2016,17.6
Texas,Eastland County,2015,18.2
Texas,Eastland County,2014,18.2
Texas,Eastland County,2013,19.0
Texas,Eastland County,2012,20.5
Texas,Eastland County,2011,20.5
Texas,Eastland County,2010,20.5
Texas,Eastland County,2009,20.5
Texas,Ector County,2018,11.8
Texas,Ector County,2017,12.3
Texas,Ector County,2016,12.4
Texas,Ector County,2015,13.0
Texas,Ector County,2014,13.0
Texas,Ector County,2013,15.9
Texas,Ector County,2012,15.8
Texas,Ector County,2011,15.8
Texas,Ector County,2010,15.8
Texas,Ector County,2009,15.8
Texas,Edwards County,2018,6.7
Texas,Edwards County,2017,7.0
Texas,Edwards County,2016,7.7
Texas,Edwards County,2015,10.8
Texas,Edwards County,2014,10.8
Texas,Edwards County,2013,18.4
Texas,Edwards County,2012,19.7
Texas,Edwards County,2011,19.7
Texas,Edwards County,2010,19.7
Texas,Edwards County,2009,19.7
Texas,El Paso County,2018,21.3
Texas,El Paso County,2017,21.7
Texas,El Paso County,2016,22.5
Texas,El Paso County,2015,22.8
Texas,El Paso County,2014,22.8
Texas,El Paso County,2013,22.8
Texas,El Paso County,2012,24.0
Texas,El Paso County,2011,22.8
Texas,El Paso County,2010,22.8
Texas,El Paso County,2009,23.6
Texas,Ellis County,2018,9.3
Texas,Ellis County,2017,10.5
Texas,Ellis County,2016,11.0
Texas,Ellis County,2015,12.1
Texas,Ellis County,2014,12.1
Texas,Ellis County,2013,14.2
Texas,Ellis County,2012,10.8
Texas,Ellis County,2011,10.8
Texas,Ellis County,2010,10.8
Texas,Ellis County,2009,10.8
Texas,Erath County,2018,21.2
Texas,Erath County,2017,22.6
Texas,Erath County,2016,24.5
Texas,Erath County,2015,24.4
Texas,Erath County,2014,24.4
Texas,Erath County,2013,22.3
Texas,Erath County,2012,22.0
Texas,Erath County,2011,22.0
Texas,Erath County,2010,22.0
Texas,Erath County,2009,22.0
Texas,Falls County,2018,25.5
Texas,Falls County,2017,25.2
Texas,Falls County,2016,24.3
Texas,Falls County,2015,22.0
Texas,Falls County,2014,22.0
Texas,Falls County,2013,20.9
Texas,Falls County,2012,21.0
Texas,Falls County,2011,21.0
Texas,Falls County,2010,21.0
Texas,Falls County,2009,21.0
Texas,Fannin County,2018,12.5
Texas,Fannin County,2017,14.8
Texas,Fannin County,2016,16.5
Texas,Fannin County,2015,17.2
Texas,Fannin County,2014,17.2
Texas,Fannin County,2013,17.2
Texas,Fannin County,2012,16.1
Texas,Fannin County,2011,16.1
Texas,Fannin County,2010,16.1
Texas,Fannin County,2009,16.1
Texas,Fayette County,2018,10.9
Texas,Fayette County,2017,9.1
Texas,Fayette County,2016,10.8
Texas,Fayette County,2015,12.4
Texas,Fayette County,2014,12.4
Texas,Fayette County,2013,11.6
Texas,Fayette County,2012,14.5
Texas,Fayette County,2011,14.5
Texas,Fayette County,2010,14.5
Texas,Fayette County,2009,14.5
Texas,Fisher County,2018,16.1
Texas,Fisher County,2017,17.4
Texas,Fisher County,2016,19.8
Texas,Fisher County,2015,17.5
Texas,Fisher County,2014,17.5
Texas,Fisher County,2013,16.1
Texas,Fisher County,2012,14.2
Texas,Fisher County,2011,14.2
Texas,Fisher County,2010,14.2
Texas,Fisher County,2009,14.2
Texas,Floyd County,2018,19.1
Texas,Floyd County,2017,18.2
Texas,Floyd County,2016,22.0
Texas,Floyd County,2015,22.4
Texas,Floyd County,2014,22.4
Texas,Floyd County,2013,20.3
Texas,Floyd County,2012,23.2
Texas,Floyd County,2011,23.2
Texas,Floyd County,2010,23.2
Texas,Floyd County,2009,23.2
Texas,Foard County,2018,6.9
Texas,Foard County,2017,5.7
Texas,Foard County,2016,6.9
Texas,Foard County,2015,9.8
Texas,Foard County,2014,9.8
Texas,Foard County,2013,14.2
Texas,Foard County,2012,18.9
Texas,Foard County,2011,18.9
Texas,Foard County,2010,18.9
Texas,Foard County,2009,18.9
Texas,Fort Bend County,2018,7.8
Texas,Fort Bend County,2017,8.1
Texas,Fort Bend County,2016,8.2
Texas,Fort Bend County,2015,8.2
Texas,Fort Bend County,2014,8.2
Texas,Fort Bend County,2013,8.4
Texas,Fort Bend County,2012,8.3
Texas,Fort Bend County,2011,8.3
Texas,Fort Bend County,2010,8.3
Texas,Fort Bend County,2009,7.5
Texas,Franklin County,2018,8.5
Texas,Franklin County,2017,15.0
Texas,Franklin County,2016,16.8
Texas,Franklin County,2015,16.4
Texas,Franklin County,2014,16.4
Texas,Franklin County,2013,14.3
Texas,Franklin County,2012,14.1
Texas,Franklin County,2011,14.1
Texas,Franklin County,2010,14.1
Texas,Franklin County,2009,14.1
Texas,Freestone County,2018,17.2
Texas,Freestone County,2017,17.3
Texas,Freestone County,2016,16.6
Texas,Freestone County,2015,14.9
Texas,Freestone County,2014,14.9
Texas,Freestone County,2013,15.6
Texas,Freestone County,2012,15.1
Texas,Freestone County,2011,15.1
Texas,Freestone County,2010,15.1
Texas,Freestone County,2009,15.1
Texas,Frio County,2018,20.2
Texas,Frio County,2017,20.3
Texas,Frio County,2016,21.3
Texas,Frio County,2015,22.1
Texas,Frio County,2014,22.1
Texas,Frio County,2013,24.0
Texas,Frio County,2012,22.8
Texas,Frio County,2011,22.8
Texas,Frio County,2010,22.8
Texas,Frio County,2009,22.8
Texas,Gaines County,2018,14.2
Texas,Gaines County,2017,11.0
Texas,Gaines County,2016,10.7
Texas,Gaines County,2015,11.6
Texas,Gaines County,2014,11.6
Texas,Gaines County,2013,16.8
Texas,Gaines County,2012,17.0
Texas,Gaines County,2011,17.0
Texas,Gaines County,2010,17.0
Texas,Gaines County,2009,17.0
Texas,Galveston County,2018,13.2
Texas,Galveston County,2017,13.9
Texas,Galveston County,2016,13.6
Texas,Galveston County,2015,13.9
Texas,Galveston County,2014,13.9
Texas,Galveston County,2013,13.4
Texas,Galveston County,2012,12.8
Texas,Galveston County,2011,12.8
Texas,Galveston County,2010,12.8
Texas,Galveston County,2009,11.9
Texas,Garza County,2018,17.7
Texas,Garza County,2017,13.5
Texas,Garza County,2016,13.4
Texas,Garza County,2015,10.4
Texas,Garza County,2014,10.4
Texas,Garza County,2013,9.2
Texas,Garza County,2012,20.8
Texas,Garza County,2011,20.8
Texas,Garza County,2010,20.8
Texas,Garza County,2009,20.8
Texas,Gillespie County,2018,11.4
Texas,Gillespie County,2017,12.4
Texas,Gillespie County,2016,10.8
Texas,Gillespie County,2015,11.2
Texas,Gillespie County,2014,11.2
Texas,Gillespie County,2013,12.0
Texas,Gillespie County,2012,9.3
Texas,Gillespie County,2011,9.3
Texas,Gillespie County,2010,9.3
Texas,Gillespie County,2009,9.3
Texas,Glasscock County,2018,9.5
Texas,Glasscock County,2017,11.6
Texas,Glasscock County,2016,5.3
Texas,Glasscock County,2015,3.4
Texas,Glasscock County,2014,3.4
Texas,Glasscock County,2013,4.2
Texas,Glasscock County,2012,3.3
Texas,Glasscock County,2011,3.3
Texas,Glasscock County,2010,3.3
Texas,Glasscock County,2009,3.3
Texas,Goliad County,2018,17.1
Texas,Goliad County,2017,16.4
Texas,Goliad County,2016,16.9
Texas,Goliad County,2015,18.6
Texas,Goliad County,2014,18.6
Texas,Goliad County,2013,14.7
Texas,Goliad County,2012,14.6
Texas,Goliad County,2011,14.6
Texas,Goliad County,2010,14.6
Texas,Goliad County,2009,14.6
Texas,Gonzales County,2018,15.7
Texas,Gonzales County,2017,17.2
Texas,Gonzales County,2016,17.2
Texas,Gonzales County,2015,20.3
Texas,Gonzales County,2014,20.3
Texas,Gonzales County,2013,21.9
Texas,Gonzales County,2012,23.5
Texas,Gonzales County,2011,23.5
Texas,Gonzales County,2010,23.5
Texas,Gonzales County,2009,23.5
Texas,Gray County,2018,15.8
Texas,Gray County,2017,14.9
Texas,Gray County,2016,15.7
Texas,Gray County,2015,13.3
Texas,Gray County,2014,13.3
Texas,Gray County,2013,12.6
Texas,Gray County,2012,14.9
Texas,Gray County,2011,14.9
Texas,Gray County,2010,14.9
Texas,Gray County,2009,14.9
Texas,Grayson County,2018,13.8
Texas,Grayson County,2017,14.3
Texas,Grayson County,2016,15.6
Texas,Grayson County,2015,16.2
Texas,Grayson County,2014,16.2
Texas,Grayson County,2013,16.7
Texas,Grayson County,2012,15.4
Texas,Grayson County,2011,15.4
Texas,Grayson County,2010,15.4
Texas,Grayson County,2009,15.4
Texas,Gregg County,2018,17.6
Texas,Gregg County,2017,17.6
Texas,Gregg County,2016,18.2
Texas,Gregg County,2015,18.2
Texas,Gregg County,2014,18.2
Texas,Gregg County,2013,17.6
Texas,Gregg County,2012,16.9
Texas,Gregg County,2011,16.9
Texas,Gregg County,2010,16.9
Texas,Gregg County,2009,16.9
Texas,Grimes County,2018,19.1
Texas,Grimes County,2017,18.6
Texas,Grimes County,2016,20.3
Texas,Grimes County,2015,19.8
Texas,Grimes County,2014,19.8
Texas,Grimes County,2013,16.0
Texas,Grimes County,2012,15.0
Texas,Grimes County,2011,15.0
Texas,Grimes County,2010,15.0
Texas,Grimes County,2009,15.0
Texas,Guadalupe County,2018,9.5
Texas,Guadalupe County,2017,10.6
Texas,Guadalupe County,2016,10.5
Texas,Guadalupe County,2015,9.8
Texas,Guadalupe County,2014,9.8
Texas,Guadalupe County,2013,9.7
Texas,Guadalupe County,2012,9.7
Texas,Guadalupe County,2011,9.7
Texas,Guadalupe County,2010,9.7
Texas,Guadalupe County,2009,9.7
Texas,Hale County,2018,18.7
Texas,Hale County,2017,19.8
Texas,Hale County,2016,20.7
Texas,Hale County,2015,23.0
Texas,Hale County,2014,23.0
Texas,Hale County,2013,22.3
Texas,Hale County,2012,21.0
Texas,Hale County,2011,21.0
Texas,Hale County,2010,21.0
Texas,Hale County,2009,21.0
Texas,Hall County,2018,23.2
Texas,Hall County,2017,22.1
Texas,Hall County,2016,28.7
Texas,Hall County,2015,26.9
Texas,Hall County,2014,26.9
Texas,Hall County,2013,23.8
Texas,Hall County,2012,28.5
Texas,Hall County,2011,28.5
Texas,Hall County,2010,28.5
Texas,Hall County,2009,28.5
Texas,Hamilton County,2018,16.4
Texas,Hamilton County,2017,16.1
Texas,Hamilton County,2016,14.8
Texas,Hamilton County,2015,14.5
Texas,Hamilton County,2014,14.5
Texas,Hamilton County,2013,12.6
Texas,Hamilton County,2012,12.1
Texas,Hamilton County,2011,12.1
Texas,Hamilton County,2010,12.1
Texas,Hamilton County,2009,12.1
Texas,Hansford County,2018,16.1
Texas,Hansford County,2017,18.6
Texas,Hansford County,2016,20.0
Texas,Hansford County,2015,17.1
Texas,Hansford County,2014,17.1
Texas,Hansford County,2013,17.0
Texas,Hansford County,2012,17.4
Texas,Hansford County,2011,17.4
Texas,Hansford County,2010,17.4
Texas,Hansford County,2009,17.4
Texas,Hardeman County,2018,12.6
Texas,Hardeman County,2017,13.8
Texas,Hardeman County,2016,15.5
Texas,Hardeman County,2015,14.8
Texas,Hardeman County,2014,14.8
Texas,Hardeman County,2013,26.6
Texas,Hardeman County,2012,23.0
Texas,Hardeman County,2011,23.0
Texas,Hardeman County,2010,23.0
Texas,Hardeman County,2009,23.0
Texas,Hardin County,2018,12.6
Texas,Hardin County,2017,12.0
Texas,Hardin County,2016,11.8
Texas,Hardin County,2015,12.2
Texas,Hardin County,2014,12.2
Texas,Hardin County,2013,10.2
Texas,Hardin County,2012,12.1
Texas,Hardin County,2011,12.1
Texas,Hardin County,2010,12.1
Texas,Hardin County,2009,12.1
Texas,Harris County,2018,16.2
Texas,Harris County,2017,16.8
Texas,Harris County,2016,17.4
Texas,Harris County,2015,18.0
Texas,Harris County,2014,18.0
Texas,Harris County,2013,18.5
Texas,Harris County,2012,17.9
Texas,Harris County,2011,15.7
Texas,Harris County,2010,15.2
Texas,Harris County,2009,15.0
Texas,Harrison County,2018,16.1
Texas,Harrison County,2017,17.9
Texas,Harrison County,2016,17.7
Texas,Harrison County,2015,17.2
Texas,Harrison County,2014,17.2
Texas,Harrison County,2013,16.0
Texas,Harrison County,2012,16.0
Texas,Harrison County,2011,16.0
Texas,Harrison County,2010,16.0
Texas,Harrison County,2009,16.0
Texas,Hartley County,2018,6.3
Texas,Hartley County,2017,8.1
Texas,Hartley County,2016,7.3
Texas,Hartley County,2015,6.4
Texas,Hartley County,2014,6.4
Texas,Hartley County,2013,6.1
Texas,Hartley County,2012,7.3
Texas,Hartley County,2011,7.3
Texas,Hartley County,2010,7.3
Texas,Hartley County,2009,3.9
Texas,Haskell County,2018,20.1
Texas,Haskell County,2017,19.3
Texas,Haskell County,2016,20.6
Texas,Haskell County,2015,20.5
Texas,Haskell County,2014,20.5
